expression,meaning,example,domain
tri@con,"contraction quality of triangle, three","tri@con = contraction triangle, three",physical
tri@dar,"dark, ignorance aspect of triangle, three","tri@dar = the dark, ignorance triangle, three",physical
tri@goo,"good quality of triangle, three","tri@goo = good triangle, three",physical
tri@har,"hard, resistant aspect of triangle, three","tri@har = the hard, resistant triangle, three",physical
tri@hot,"passion, anger, urgency aspect of triangle, three","tri@hot = the passion, anger, urgency triangle, three",physical
tri@imp,"implode, collapse quality of triangle, three","tri@imp = implode, collapse triangle, three",physical
tri@nec,"neck, connect quality of triangle, three","tri@nec = neck, connect triangle, three",physical
tri@per,"perceive, sense quality of triangle, three","tri@per = perceive, sense triangle, three",physical
tri@rou,"rough aspect of triangle, three","tri@rou = the rough triangle, three",physical
tri@sha,"shame aspect of triangle, three","tri@sha = the shame triangle, three",physical
tri@slo,"slope, incline quality of triangle, three","tri@slo = slope, incline triangle, three",physical
tri@smo,"smooth aspect of triangle, three","tri@smo = the smooth triangle, three",physical
tri@sof,"soft, yielding aspect of triangle, three","tri@sof = the soft, yielding triangle, three",physical
tri@str,"strong quality of triangle, three","tri@str = strong triangle, three",physical
tri@tex,"texture, feel aspect of triangle, three","tri@tex = the texture, feel triangle, three",physical
tri@wai,"wait, pause, delay aspect of triangle, three","tri@wai = the wait, pause, delay triangle, three",physical
tri@wea,"weak quality of triangle, three","tri@wea = weak triangle, three",physical
trn@roa,"road, way forward of train, rail transport",trn@roa,abstract
tru@put,"put, place, store of true",tru@put,abstract
typ@lus,"lust, excessive desire of typical, normal",typ@lus,abstract
ubu@glu,"adhesive, sticky of ubuntu, I am because we are",ubu@glu,abstract
ugl@err,"error, fault, bug of ugly",ugl@err,abstract
umm@glo,"glove, hand of ummah, community of faith",umm@glo,abstract
und@ans,"answer, reply aspect of understanding",und@ans = combined cognition,cognitive
und@bad,bad aspect of understanding,und@bad = bad thinking,cognitive
und@bea,beautiful aspect of understanding,und@bea = beautiful thinking,cognitive
und@bel,below aspect of understanding,und@bel = combined cognition,cognitive
und@con,contraction aspect of understanding,und@con = contraction thinking,cognitive
und@dou,doubting aspect of understanding,und@dou = combined cognition,cognitive
und@goo,good aspect of understanding,und@goo = good thinking,cognitive
und@ide,"idea, concept, notion aspect of understanding",und@ide = combined cognition,cognitive
und@imp,"implode, collapse aspect of understanding","und@imp = implode, collapse thinking",cognitive
und@mem,"memory, storage aspect of understanding",und@mem = combined cognition,cognitive
und@nec,"neck, connect aspect of understanding","und@nec = neck, connect thinking",cognitive
und@per,"perceive, sense aspect of understanding","und@per = perceive, sense thinking",cognitive
und@que,"question, query aspect of understanding",und@que = combined cognition,cognitive
und@rea,real aspect of understanding,und@rea = combined cognition,cognitive
und@slo,"slope, incline aspect of understanding","und@slo = slope, incline thinking",cognitive
und@str,strong aspect of understanding,und@str = strong thinking,cognitive
und@wea,weak aspect of understanding,und@wea = weak thinking,cognitive
und@wis,"wisdom, insight aspect of understanding",und@wis = combined cognition,cognitive
unk@ang,emotional coloring of unknowing: aware of not knowing,unk@ang,cognitive
unk@cal,emotional coloring of unknowing: aware of not knowing,unk@cal,cognitive
unk@des,emotional coloring of unknowing: aware of not knowing,unk@des,cognitive
unk@gra,emotional coloring of unknowing: aware of not knowing,unk@gra,cognitive
unk@hop,emotional coloring of unknowing: aware of not knowing,unk@hop,cognitive
unk@joy,emotional coloring of unknowing: aware of not knowing,unk@joy,cognitive
unk@lov,emotional coloring of unknowing: aware of not knowing,unk@lov,cognitive
unk@pru,emotional coloring of unknowing: aware of not knowing,unk@pru,cognitive
unk@sad,emotional coloring of unknowing: aware of not knowing,unk@sad,cognitive
unk@wro,emotional coloring of unknowing: aware of not knowing,unk@wro,cognitive
unt@sol,"stubborn, rigid, reliable of until, up to the time that",unt@sol,temporal
up@cen,center from upward,up@cen = spatial relationship,spatial
up@dow,downward from upward,up@dow = spatial relationship,spatial
up@edg,edge from upward,up@edg = spatial relationship,spatial
up@far,far from upward,up@far = spatial relationship,spatial
up@fox,"fox, canine of upward",up@fox,spatial
up@ins,inside from upward,up@ins = spatial relationship,spatial
up@nea,near from upward,up@nea = spatial relationship,spatial
up@out,outside from upward,up@out = spatial relationship,spatial
upd@skp,"skip, bypass intentionally of update, modify",upd@skp,abstract
val@bad,"bad aspect of valley, low point","val@bad = describes valley, low point",spatial
val@bea,"beautiful aspect of valley, low point","val@bea = describes valley, low point",spatial
val@con,"contraction aspect of valley, low point","val@con = describes valley, low point",spatial
val@fre,"freezing within valley, low point",val@fre = location combination,spatial
val@goo,"good aspect of valley, low point","val@goo = describes valley, low point",spatial
val@imp,"implode, collapse aspect of valley, low point","val@imp = describes valley, low point",spatial
val@lan,"land, arrive within valley, low point",val@lan = location combination,spatial
val@mou,"mouth within valley, low point",val@mou = location combination,spatial
val@nec,"neck, connect aspect of valley, low point","val@nec = describes valley, low point",spatial
val@per,"perceive, sense aspect of valley, low point","val@per = describes valley, low point",spatial
val@riv,"river, stream within valley, low point",val@riv = location combination,spatial
val@sea,"season, time within valley, low point",val@sea = location combination,spatial
val@sky,"sky, above within valley, low point",val@sky = location combination,spatial
val@slo,"slope, incline aspect of valley, low point","val@slo = describes valley, low point",spatial
val@str,"strong aspect of valley, low point","val@str = describes valley, low point",spatial
val@tha,"than, compared to of valley, low point",val@tha,abstract
val@wea,"weak aspect of valley, low point","val@wea = describes valley, low point",spatial
val@woo,"wood/plant matter within valley, low point",val@woo = location combination,spatial
van@skp,"skip, bypass intentionally of van, cargo",van@skp,abstract
vec@slh,"sloth, laziness, indolence of vector, direction",vec@slh,spatial
vec@vod,"void, sparse region with few c of vector, direction",vec@vod,spatial
veg@slp,"sleep, rest, slumber of plant",veg@slp,living
via@abo,"above of via, by way of, through",via@abo,spatial
vic@adj,"adjacent, immediate neighbors  of victory, win",vic@adj,social
vic@cmp,"complete, finished successfull of victory, win",vic@cmp,social
vit@per,"perceive, sense of vital, essential, critically i",vit@per,abstract
vit@rub,"rubber, elastic of vital, essential, critically i",vit@rub,abstract
vit@src,"search, seek, look for of vital, essential, critically i",vit@src,abstract
vol@ova,"oval, egg of volcano, eruption",vol@ova,abstract
vsn@joi,"joining, connecting of version, release number",vsn@joi,abstract
vsn@puk,"put, place, set down of version, release number",vsn@puk,abstract
wai@col,"distant, aloof, calm variant of wait, pause, delay",wai@col = property blend,physical
wai@har,"hard, resistant variant of wait, pause, delay",wai@har = property blend,physical
wai@hot,"passion, anger, urgency variant of wait, pause, delay",wai@hot = property blend,physical
wai@pdg,"pending, not started of wait, pause, delay",wai@pdg,action
wai@sof,"soft, yielding variant of wait, pause, delay",wai@sof = property blend,physical
wai@tex,"texture, feel variant of wait, pause, delay",wai@tex = property blend,physical
wak@ang,"anger of walk, step, pace","wak@ang = how walk, step, pace feels",emotion
wak@cal,"calm of walk, step, pace","wak@cal = how walk, step, pace feels",emotion
wak@des,"desire, want strongly, crave of walk, step, pace","wak@des = how walk, step, pace feels",emotion
wak@dia,"diameter, across of walk, step, pace","wak@dia = how walk, step, pace feels",emotion
wak@gra,"grass, lawn of walk, step, pace","wak@gra = how walk, step, pace feels",emotion
wak@hop,"hope of walk, step, pace","wak@hop = how walk, step, pace feels",emotion
wak@joy,"joy of walk, step, pace","wak@joy = how walk, step, pace feels",emotion
wak@lov,"love of walk, step, pace","wak@lov = how walk, step, pace feels",emotion
wak@sad,"sadness of walk, step, pace","wak@sad = how walk, step, pace feels",emotion
wak@wro,"wrong, incorrect, mistaken of walk, step, pace","wak@wro = how walk, step, pace feels",emotion
wal@age,"agent aspect of wall, barrier","wal@age = when to wall, barrier",temporal
wal@all,"all, every while wall, barrier","wal@all = wall, barrier state",action
wal@alw,"always aspect of wall, barrier","wal@alw = when to wall, barrier",temporal
wal@awa,"away, distant from, departing while wall, barrier","wal@awa = wall, barrier state",action
wal@bac,"backward direction of wall, barrier","wal@bac = wall, barrier backward",spatial
wal@bad,"bad form of wall, barrier",wal@bad = execute in bad way,action
wal@bea,"beautiful form of wall, barrier",wal@bea = execute in beautiful way,action
wal@cen,"center direction of wall, barrier","wal@cen = wall, barrier center",spatial
wal@con,"contraction form of wall, barrier",wal@con = execute in contraction way,action
wal@dow,"downward direction of wall, barrier","wal@dow = wall, barrier downward",spatial
wal@dre,"dreaming while wall, barrier","wal@dre = wall, barrier state",action
wal@dur,"duration, time span, interval aspect of wall, barrier","wal@dur = when to wall, barrier",temporal
wal@edg,"edge direction of wall, barrier","wal@edg = wall, barrier edge",spatial
wal@ene,"enemy while wall, barrier","wal@ene = wall, barrier state",action
wal@far,"far direction of wall, barrier","wal@far = wall, barrier far",spatial
wal@fro,"in front direction of wall, barrier","wal@fro = wall, barrier in front",spatial
wal@ful,"full, complete while wall, barrier","wal@ful = wall, barrier state",action
wal@fut,"future aspect of wall, barrier","wal@fut = when to wall, barrier",temporal
wal@goo,"good form of wall, barrier",wal@goo = execute in good way,action
wal@hun,"hunger, appetite while wall, barrier","wal@hun = wall, barrier state",action
wal@imp,"implode, collapse form of wall, barrier","wal@imp = execute in implode, collapse way",action
wal@ins,"inside direction of wall, barrier","wal@ins = wall, barrier inside",spatial
wal@lef,"left direction of wall, barrier","wal@lef = wall, barrier left",spatial
wal@mom,"moment, instant aspect of wall, barrier","wal@mom = when to wall, barrier",temporal
wal@nea,"near direction of wall, barrier","wal@nea = wall, barrier near",spatial
wal@nec,"neck, connect form of wall, barrier","wal@nec = execute in neck, connect way",action
wal@nev,"never aspect of wall, barrier","wal@nev = when to wall, barrier",temporal
wal@now,"present moment aspect of wall, barrier","wal@now = when to wall, barrier",temporal
wal@oft,"often aspect of wall, barrier","wal@oft = when to wall, barrier",temporal
wal@out,"outside direction of wall, barrier","wal@out = wall, barrier outside",spatial
